INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1994-013C","23018","ROCKET BODY","DELTA 2 R/B(2)","US","1994-02-19","AFETR","","711.56","25.75","37139","2908","","","0","LARGE","6825","1994","13","C","Y","DELTA 2 R/B(2)","1994-013C","23018"
"1994-013B","23017","ROCKET BODY","DELTA 2 R/B(1)","US","1994-02-19","AFETR","1994-04-18","90.45","26.50","471","122","","","0","LARGE","5942","1994","13","B","Y","DELTA 2 R/B(1)","1994-013B","23017"
"1994-013A","23016","PAYLOAD","GALAXY 1R","US","1994-02-19","AFETR","","1451.29","9.69","36112","36055","","","0","LARGE","6826","1994","13","A","Y","GALAXY 1R","1994-013A","23016"
"1994-012D","23013","ROCKET BODY","SL-12 R/B(2)","CIS","1994-02-18","TTMTR","","1467.75","15.47","36546","36262","","","0","LARGE","6826","1994","12","D","Y","SL-12 R/B(2)","1994-012D","23013"
"1994-012C","23012","DEBRIS","SL-12 PLAT","CIS","1994-02-18","TTMTR","1994-02-19","88.37","51.64","198","190","","","0","LARGE","1","1994","12","C","Y","SL-12 PLAT","1994-012C","23012"
"1994-012B","23011","ROCKET BODY","SL-12 R/B(1)","CIS","1994-02-18","TTMTR","1994-02-21","87.21","51.64","139","133","","","0","LARGE","5942","1994","12","B","Y","SL-12 R/B(1)","1994-012B","23011"
"1994-012A","23010","PAYLOAD","RADUGA 31","CIS","1994-02-18","TTMTR","","1436.55","14.90","35815","35776","","","0","LARGE","6826","1994","12","A","Y","RADUGA 31","1994-012A","23010"
"1994-010B","23009","PAYLOAD","DUMMY MASS","PRC","1994-02-08","XSC","2002-02-07","88.73","28.27","312","112","","","0","LARGE","5942","1994","10","B","Y","DUMMY MASS","1994-010B","23009"
"1985-004E","23006","DEBRIS","MOLNIYA 3-23 DEB","CIS","1985-01-16","PKMTR","1994-12-13","93.78","63.81","832","87","","","0","LARGE","5942","1985","4","E","Y","MOLNIYA 3-23 DEB","1985-004E","23006"
"1994-011G","23005","ROCKET BODY","SL-14 R/B","CIS","1994-02-12","PKMTR","","114.72","82.58","1475","1410","","","0","LARGE","6824","1994","11","G","Y","SL-14 R/B","1994-011G","23005"
"1994-011F","23004","PAYLOAD","COSMOS 2273","CIS","1994-02-12","PKMTR","","114.03","82.57","1415","1407","","","0","LARGE","6812","1994","11","F","Y","COSMOS 2273","1994-011F","23004"
"1994-011C","23001","PAYLOAD","COSMOS 2270","CIS","1994-02-12","PKMTR","","114.03","82.57","1417","1405","","","0","LARGE","6818","1994","11","C","Y","COSMOS 2270","1994-011C","23001"
"1994-011B","23000","PAYLOAD","COSMOS 2269","CIS","1994-02-12","PKMTR","","114.12","82.56","1421","1410","","","0","LARGE","6824","1994","11","B","Y","COSMOS 2269","1994-011B","23000"
"1994-011A","22999","PAYLOAD","COSMOS 2268","CIS","1994-02-12","PKMTR","","114.18","82.57","1426","1410","","","0","LARGE","6824","1994","11","A","Y","COSMOS 2268","1994-011A","22999"
"1994-010C","22997","ROCKET BODY","CZ-3A R/B","PRC","1994-02-08","XSC","2007-01-01","87.36","27.47","161","126","","","0","LARGE","6281","1994","10","C","Y","CZ-3A R/B","1994-010C","22997"
"1994-010A","22996","PAYLOAD","SJ-4","PRC","1994-02-08","XSC","","312.15","28.84","17449","280","","","0","LARGE","6826","1994","10","A","Y","SJ-4","1994-010A","22996"
"1994-004C","22987","ROCKET BODY","STAR 37FM AKM","US","1994-01-25","AFWTR","1994-06-08","90.19","67.25","430","138","","","0","LARGE","6213","1994","4","C","Y","STAR 37FM AKM","1994-004C","22987"
"1994-008E","22985","ROCKET BODY","SL-12 R/B(AUX MOTOR)","CIS","1994-02-05","TTMTR","1994-11-28","99.86","46.46","1393","110","","","0","LARGE","5942","1994","8","E","Y","SL-12 R/B(AUX MOTOR)","1994-008E","22985"
"1994-008D","22984","ROCKET BODY","SL-12 R/B(2)","CIS","1994-02-05","TTMTR","","1469.90","15.54","36554","36337","","","0","LARGE","6826","1994","8","D","Y","SL-12 R/B(2)","1994-008D","22984"
"1994-008C","22983","DEBRIS","SL-12 PLAT","CIS","1994-02-05","TTMTR","1994-02-06","88.13","51.64","187","177","","","0","LARGE","1","1994","8","C","Y","SL-12 PLAT","1994-008C","22983"
"1994-008B","22982","ROCKET BODY","SL-12 R/B(1)","CIS","1994-02-05","TTMTR","1994-02-07","87.72","51.64","163","160","","","0","LARGE","1","1994","8","B","Y","SL-12 R/B(1)","1994-008B","22982"
"1994-008A","22981","PAYLOAD","RADUGA 1-3","CIS","1994-02-05","TTMTR","","1436.30","14.93","35810","35771","","","0","LARGE","6825","1994","8","A","Y","RADUGA 1-3","1994-008A","22981"
"1994-007C","22980","ROCKET BODY","H-2 R/B","JPN","1994-02-03","TNSTA","","492.53","28.76","28282","280","","","0","LARGE","6826","1994","7","C","Y","H-2 R/B","1994-007C","22980"
"1994-007B","22979","PAYLOAD","VEP","JPN","1994-02-03","TNSTA","","638.52","28.49","36005","364","","","0","LARGE","6826","1994","7","B","Y","VEP","1994-007B","22979"
"1994-006A","22977","PAYLOAD","STS 60","US","1994-02-03","AFETR","1994-02-11","91.62","56.99","359","350","","","0","LARGE","6213","1994","6","A","Y","STS 60","1994-006A","22977"
"1994-005B","22976","ROCKET BODY","SL-4 R/B","CIS","1994-01-28","TTMTR","1994-01-29","88.15","51.62","191","175","","","0","LARGE","1","1994","5","B","Y","SL-4 R/B","1994-005B","22976"
"1994-005A","22975","PAYLOAD","PROGRESS-M 21","CIS","1994-01-28","TTMTR","1994-03-23","92.41","51.65","403","382","","","0","LARGE","5942","1994","5","A","Y","PROGRESS-M 21","1994-005A","22975"
"1994-004B","22974","ROCKET BODY","TITAN 2G R/B","US","1994-01-25","AFWTR","1994-02-13","87.88","67.03","179","160","","","0","LARGE","1","1994","4","B","Y","TITAN 2G R/B","1994-004B","22974"
"1994-004A","22973","PAYLOAD","CLEMENTINE 1 (DSPSE)","US","1994-01-25","AFWTR","","","","","","HELIOCENTRIC ORBIT (SUN)","","0","LARGE","5942","1994","4","A","Y","CLEMENTINE 1 (DSPSE)","1994-004A","22973"
"1994-003B","22970","ROCKET BODY","SL-14 R/B","CIS","1994-01-25","PKMTR","","109.34","82.56","1209","1183","","","0","LARGE","6824","1994","3","B","Y","SL-14 R/B","1994-003B","22970"
"1994-003A","22969","PAYLOAD","METEOR 3-6","CIS","1994-01-25","PKMTR","","109.34","82.56","1208","1184","","","0","LARGE","6824","1994","3","A","Y","METEOR 3-6","1994-003A","22969"
"1994-002D","22966","ROCKET BODY","SL-12 R/B(2)","CIS","1994-01-20","TTMTR","","1447.72","15.25","36183","35844","","","0","LARGE","6826","1994","2","D","Y","SL-12 R/B(2)","1994-002D","22966"
"1994-002C","22965","DEBRIS","SL-12 PLAT","CIS","1994-01-20","TTMTR","1994-01-21","87.51","51.65","152","150","","","0","LARGE","1","1994","2","C","Y","SL-12 PLAT","1994-002C","22965"
"1994-002B","22964","ROCKET BODY","SL-12 R/B(1)","CIS","1994-01-20","TTMTR","1994-01-22","87.93","51.65","178","166","","","0","LARGE","1","1994","2","B","Y","SL-12 R/B(1)","1994-002B","22964"
"1994-002A","22963","PAYLOAD","GALS 1","CIS","1994-01-20","TTMTR","","1435.16","14.57","35787","35749","","","0","LARGE","6826","1994","2","A","Y","GALS 1","1994-002A","22963"
"1993-079D","22952","ROCKET BODY","SL-6 R/B(2)","CIS","1993-12-22","PKMTR","","696.05","63.28","37545","1733","","","0","LARGE","6822","1993","79","D","Y","SL-6 R/B(2)","1993-079D","22952"
"1993-079B","22950","ROCKET BODY","SL-6 R/B(1)","CIS","1993-12-22","PKMTR","1994-01-10","87.82","62.78","181","152","","","0","LARGE","5942","1993","79","B","Y","SL-6 R/B(1)","1993-079B","22950"
"1993-079A","22949","PAYLOAD","MOLNIYA 1-87","CIS","1993-12-22","PKMTR","","709.83","63.27","38628","1334","","","0","LARGE","6824","1993","79","A","Y","MOLNIYA 1-87","1993-079A","22949"
"1993-078D","22933","DEBRIS","ARIANE 44L+ DEB (SPELDA)","FR","1993-12-18","FRGUI","2001-08-04","88.58","3.64","269","139","","","0","LARGE","5942","1993","78","D","Y","ARIANE 44L+ DEB (SPELDA)","1993-078D","22933"
"1993-078C","22932","ROCKET BODY","ARIANE 44L+ R/B","FR","1993-12-18","FRGUI","1994-01-27","101.62","4.16","1567","104","","","0","LARGE","1","1993","78","C","Y","ARIANE 44L+ R/B","1993-078C","22932"
"1993-078A","22930","PAYLOAD","DIRECTV 1 (DBS 1)","US","1993-12-18","FRGUI","","1454.73","7.68","36170","36131","","","0","LARGE","6826","1993","78","A","Y","DIRECTV 1 (DBS 1)","1993-078A","22930"
"1993-077B","22928","ROCKET BODY","ATLAS 2AS CENTAUR R/B","US","1993-12-16","AFETR","1998-12-17","95.94","23.49","1013","114","","","0","LARGE","5942","1993","77","B","Y","ATLAS 2AS CENTAUR R/B","1993-077B","22928"
"1993-077A","22927","PAYLOAD","TELSTAR 401","US","1993-12-16","AFETR","","1435.87","14.86","35808","35756","","","0","LARGE","6826","1993","77","A","Y","TELSTAR 401","1993-077A","22927"
"1993-072F","22926","ROCKET BODY","SL-12 R/B(AUX MOTOR)","CIS","1993-11-18","TTMTR","1994-07-16","101.37","46.68","1549","97","","","0","LARGE","5942","1993","72","F","Y","SL-12 R/B(AUX MOTOR)","1993-072F","22926"
"1993-074C","22924","ROCKET BODY","ATLAS 2 CENTAUR R/B","US","1993-11-28","AFETR","1999-12-05","89.66","25.67","395","120","","","0","LARGE","5942","1993","74","C","Y","ATLAS 2 CENTAUR R/B","1993-074C","22924"
"1993-076C","22923","ROCKET BODY","DELTA 2 R/B(2)","US","1993-12-08","AFETR","","642.56","23.10","35812","764","","","0","LARGE","6825","1993","76","C","Y","DELTA 2 R/B(2)","1993-076C","22923"
"1993-076B","22922","ROCKET BODY","DELTA 2 R/B(1)","US","1993-12-08","AFETR","2002-11-18","87.61","22.99","168","144","","","0","LARGE","6281","1993","76","B","Y","DELTA 2 R/B(1)","1993-076B","22922"
"1993-076A","22921","PAYLOAD","NATO 4B","NATO","1993-12-08","AFETR","","1461.68","12.39","36316","36255","","","0","LARGE","6825","1993","76","A","Y","NATO 4B","1993-076A","22921"
"1990-037C","22920","DEBRIS","HST DEB (SOLAR PANEL)","US","1990-04-24","AFETR","1998-10-28","89.05","28.44","238","217","","","0","LARGE","5942","1990","37","C","Y","HST DEB (SOLAR PANEL)","1990-037C","22920"
"1993-073D","22914","DEBRIS","ARIANE 44LP+ DEB (SPELDA","FR","1993-11-20","FRGUI","1998-07-07","89.93","6.75","418","125","","","0","LARGE","5942","1993","73","D","Y","ARIANE 44LP+ DEB (SPELDA","1993-073D","22914"
"1993-073C","22913","ROCKET BODY","ARIANE 44LP+ R/B","FR","1993-11-20","FRGUI","","188.25","6.77","8765","240","","","0","LARGE","6826","1993","73","C","Y","ARIANE 44LP+ R/B","1993-073C","22913"
"1993-073B","22912","PAYLOAD","METEOSAT 6","EUME","1993-11-20","FRGUI","","1454.75","13.67","36172","36130","","","0","LARGE","6826","1993","73","B","Y","METEOSAT 6","1993-073B","22912"
"1993-073A","22911","PAYLOAD","SOLIDARIDAD 1","MEX","1993-11-20","FRGUI","","1436.01","13.38","35808","35761","","","0","LARGE","6826","1993","73","A","Y","SOLIDARIDAD 1","1993-073A","22911"
"1993-072D","22910","ROCKET BODY","SL-12 R/B(2)","CIS","1993-11-18","TTMTR","","1395.82","14.05","35057","34932","","","0","LARGE","6823","1993","72","D","Y","SL-12 R/B(2)","1993-072D","22910"
"1993-072C","22909","DEBRIS","SL-12 PLAT","CIS","1993-11-18","TTMTR","1993-11-19","87.87","51.65","170","168","","","0","LARGE","1","1993","72","C","Y","SL-12 PLAT","1993-072C","22909"
"1993-072B","22908","ROCKET BODY","SL-12 R/B(1)","CIS","1993-11-18","TTMTR","1993-11-21","87.28","51.65","143","136","","","0","LARGE","1","1993","72","B","Y","SL-12 R/B(1)","1993-072B","22908"
"1993-072A","22907","PAYLOAD","GORIZONT 29","CIS","1993-11-18","TTMTR","","1438.35","14.87","35901","35761","","","0","LARGE","6824","1993","72","A","Y","GORIZONT 29","1993-072A","22907"
"1993-066B","22906","ROCKET BODY","ARIANE 44LP R/B","FR","1993-10-22","FRGUI","1994-04-17","102.86","6.70","1678","109","","","0","LARGE","5942","1993","66","B","Y","ARIANE 44LP R/B","1993-066B","22906"
"1993-071A","22904","PAYLOAD","COSMOS 2267","CIS","1993-11-05","TTMTR","1994-12-28","89.57","70.35","281","226","","","0","LARGE","5942","1993","71","A","Y","COSMOS 2267","1993-071A","22904"
"1993-070B","22889","ROCKET BODY","SL-8 R/B","CIS","1993-11-02","PKMTR","","104.51","82.94","1008","935","","","0","LARGE","6822","1993","70","B","Y","SL-8 R/B","1993-070B","22889"
"1993-070A","22888","PAYLOAD","COSMOS 2266","CIS","1993-11-02","PKMTR","","104.73","82.95","1018","946","","","0","LARGE","6824","1993","70","A","Y","COSMOS 2266","1993-070A","22888"
"1993-069D","22883","ROCKET BODY","SL-12 R/B(2)","CIS","1993-10-28","TTMTR","","1433.23","14.81","35769","35692","","","0","LARGE","6823","1993","69","D","Y","SL-12 R/B(2)","1993-069D","22883"
"1993-069A","22880","PAYLOAD","GORIZONT 28","CIS","1993-10-28","TTMTR","","1445.09","14.94","36080","35845","","","0","LARGE","6821","1993","69","A","Y","GORIZONT 28","1993-069A","22880"
"1993-068C","22879","ROCKET BODY","DELTA 2 R/B(2) (PAM-D)","US","1993-10-26","AFETR","2004-01-20","88.24","34.71","234","141","","","0","LARGE","6281","1993","68","C","Y","DELTA 2 R/B(2) (PAM-D)","1993-068C","22879"
"1993-068B","22878","ROCKET BODY","DELTA 2 R/B(1)","US","1993-10-26","AFETR","1999-09-18","87.61","35.06","161","151","","","0","LARGE","5942","1993","68","B","Y","DELTA 2 R/B(1)","1993-068B","22878"
"1993-068A","22877","PAYLOAD","NAVSTAR 35 (USA 96)","US","1993-10-26","AFETR","","718.00","54.59","20575","19790","","","0","LARGE","6824","1993","68","A","Y","NAVSTAR 35 (USA 96)","1993-068A","22877"
"1993-067B","22876","ROCKET BODY","SL-8 R/B","CIS","1993-10-26","PKMTR","2000-03-02","87.28","82.83","151","128","","","0","LARGE","5942","1993","67","B","Y","SL-8 R/B","1993-067B","22876"
"1993-067A","22875","PAYLOAD","COSMOS 2265","CIS","1993-10-26","PKMTR","2003-08-11","86.91","82.74","124","119","","","0","LARGE","5942","1993","67","A","Y","COSMOS 2265","1993-067A","22875"
"1993-066A","22871","PAYLOAD","INTELSAT 701","ITSO","1993-10-22","FRGUI","","1449.78","5.33","36068","36040","","","0","LARGE","6823","1993","66","A","Y","INTELSAT 701","1993-066A","22871"
"1993-063H","22870","PAYLOAD","FSW-1 5 CAPSULE","PRC","1993-10-08","JSC","1996-03-12","86.99","56.41","146","104","","","0","LARGE","5942","1993","63","H","Y","FSW-1 5 CAPSULE","1993-063H","22870"
"1993-065A","22869","PAYLOAD","STS 58","US","1993-10-18","AFETR","1993-11-01","89.87","39.02","277","259","","","0","LARGE","6213","1993","65","A","Y","STS 58","1993-065A","22869"
"1993-064B","22868","ROCKET BODY","SL-4 R/B","CIS","1993-10-11","TTMTR","1993-10-13","87.45","51.64","152","144","","","0","LARGE","1","1993","64","B","Y","SL-4 R/B","1993-064B","22868"
"1993-064A","22867","PAYLOAD","PROGRESS-M 20","CIS","1993-10-11","TTMTR","1993-11-21","92.39","51.62","395","388","","","0","LARGE","1","1993","64","A","Y","PROGRESS-M 20","1993-064A","22867"
"1993-063B","22860","ROCKET BODY","CZ-2C R/B","PRC","1993-10-08","JSC","1993-10-22","88.00","56.94","185","166","","","0","LARGE","1","1993","63","B","Y","CZ-2C R/B","1993-063B","22860"
"1993-063A","22859","PAYLOAD","FSW-1 5","PRC","1993-10-08","JSC","1993-10-28","87.65","56.93","165","151","","","0","LARGE","5942","1993","63","A","Y","FSW-1 5","1993-063A","22859"
"1992-021F","22851","DEBRIS","ARIANE 44L+ DEB","FR","1992-04-15","FRGUI","2002-08-29","91.44","3.77","615","75","","","0","LARGE","5942","1992","21","F","Y","ARIANE 44L+ DEB","1992-021F","22851"
"1992-021E","22850","DEBRIS","ARIANE 44L+ DEB","FR","1992-04-15","FRGUI","","640.73","3.54","35577","905","","","0","LARGE","6825","1992","21","E","Y","ARIANE 44L+ DEB","1992-021E","22850"
"1993-062D","22839","ROCKET BODY","SL-12 R/B(2)","CIS","1993-09-30","TTMTR","","1436.22","14.89","35844","35734","","","0","LARGE","6826","1993","62","D","Y","SL-12 R/B(2)","1993-062D","22839"
"1993-062C","22838","DEBRIS","SL-12 PLAT","CIS","1993-09-30","TTMTR","1993-10-01","88.25","51.67","189","187","","","0","LARGE","5942","1993","62","C","Y","SL-12 PLAT","1993-062C","22838"
"1993-062B","22837","ROCKET BODY","SL-12 R/B(1)","CIS","1993-09-30","TTMTR","1993-10-03","87.55","51.65","154","152","","","0","LARGE","5942","1993","62","B","Y","SL-12 R/B(1)","1993-062B","22837"
"1993-061H","22830","ROCKET BODY","ARIANE 40 R/B","FR","1993-09-26","FRGUI","","100.60","98.83","795","779","","","0","LARGE","6824","1993","61","H","Y","ARIANE 40 R/B","1993-061H","22830"
"1993-061A","22823","PAYLOAD","SPOT 3","FR","1993-09-26","FRGUI","","101.46","99.03","840","816","","","0","LARGE","6817","1993","61","A","Y","SPOT 3","1993-061A","22823"
"1993-060B","22809","ROCKET BODY","SL-11 R/B","CIS","1993-09-17","TTMTR","1993-09-17","88.09","64.99","253","106","","","0","LARGE","1","1993","60","B","Y","SL-11 R/B","1993-060B","22809"
"1993-060A","22808","PAYLOAD","COSMOS 2264","CIS","1993-09-17","TTMTR","1995-08-07","87.24","64.97","150","126","","","0","LARGE","5942","1993","60","A","Y","COSMOS 2264","1993-060A","22808"
"1993-059B","22803","ROCKET BODY","SL-16 R/B","CIS","1993-09-16","TTMTR","","101.64","70.99","849","823","","","0","LARGE","6824","1993","59","B","Y","SL-16 R/B","1993-059B","22803"
"1993-059A","22802","PAYLOAD","COSMOS 2263","CIS","1993-09-16","TTMTR","","101.90","70.93","865","833","","","0","LARGE","6826","1993","59","A","Y","COSMOS 2263","1993-059A","22802"
"1993-058D","22797","ROCKET BODY","TOS R/B","US","1993-09-12","AFETR","","683.73","15.25","38311","351","","","0","LARGE","6826","1993","58","D","Y","TOS R/B","1993-058D","22797"
"1993-058B","22796","PAYLOAD","ACTS","US","1993-09-12","AFETR","","1436.08","14.40","35932","35640","","","0","LARGE","6825","1993","58","B","Y","ACTS","1993-058B","22796"
"1993-058A","22795","PAYLOAD","STS 51","US","1993-09-12","AFETR","1993-09-22","90.25","28.46","307","266","","","0","LARGE","1","1993","58","A","Y","STS 51","1993-058A","22795"
"1993-053E","22793","DEBRIS","RESURS F-19 DEB","CIS","1993-08-24","PKMTR","1993-09-15","87.98","82.58","195","154","","","0","LARGE","1","1993","53","E","Y","RESURS F-19 DEB","1993-053E","22793"
"1993-053D","22792","DEBRIS","RESURS F-19 DEB","CIS","1993-08-24","PKMTR","1993-09-24","87.96","82.58","178","169","","","0","LARGE","1","1993","53","D","Y","RESURS F-19 DEB","1993-053D","22792"
"1993-057B","22790","ROCKET BODY","SL-4 R/B","CIS","1993-09-07","TTMTR","1993-09-11","87.17","64.89","146","123","","","0","LARGE","1","1993","57","B","Y","SL-4 R/B","1993-057B","22790"
"1993-057A","22789","PAYLOAD","COSMOS 2262","CIS","1993-09-07","TTMTR","1993-12-28","89.03","64.88","266","188","","","0","LARGE","5942","1993","57","A","Y","COSMOS 2262","1993-057A","22789"
"1993-056B","22788","ROCKET BODY","ATLAS 1 CENTAUR R/B(1)","US","1993-09-03","AFETR","2016-03-15","88.02","26.83","201","152","","","0","LARGE","6281","1993","56","B","Y","ATLAS 1 CENTAUR R/B(1)","1993-056B","22788"
"1993-055C","22784","ROCKET BODY","SL-14 R/B","CIS","1993-08-31","PKMTR","","104.09","82.55","967","936","","","0","LARGE","6824","1993","55","C","Y","SL-14 R/B","1993-055C","22784"
"1993-055A","22782","PAYLOAD","METEOR 2-21","CIS","1993-08-31","PKMTR","","104.06","82.55","966","934","","","0","LARGE","6823","1993","55","A","Y","METEOR 2-21","1993-055A","22782"
"1993-054C","22781","ROCKET BODY","DELTA 2 R/B(2) (PAM-D)","US","1993-08-30","AFETR","2007-01-18","87.50","34.50","166","136","","","0","LARGE","6281","1993","54","C","Y","DELTA 2 R/B(2) (PAM-D)","1993-054C","22781"
"1993-054B","22780","ROCKET BODY","DELTA 2 R/B(1)","US","1993-08-30","AFETR","2002-04-05","87.35","22.00","146","140","","","0","LARGE","5942","1993","54","B","Y","DELTA 2 R/B(1)","1993-054B","22780"
"1993-054A","22779","PAYLOAD","NAVSTAR 34 (USA 94)","US","1993-08-30","AFETR","","761.39","54.95","21371","21113","","","0","LARGE","6825","1993","54","A","Y","NAVSTAR 34 (USA 94)","1993-054A","22779"
"1993-053A","22777","PAYLOAD","RESURS F-19","CIS","1993-08-24","PKMTR","1993-09-10","89.09","82.59","232","226","","","0","LARGE","1","1993","53","A","Y","RESURS F-19","1993-053A","22777"
"1993-052B","22746","ROCKET BODY","SL-4 R/B","CIS","1993-08-10","TTMTR","1993-08-13","87.80","51.64","173","158","","","0","LARGE","1","1993","52","B","Y","SL-4 R/B","1993-052B","22746"
"1993-052A","22745","PAYLOAD","PROGRESS-M 19","CIS","1993-08-10","TTMTR","1993-10-13","92.41","51.62","397","389","","","0","LARGE","1","1993","52","A","Y","PROGRESS-M 19","1993-052A","22745"
"1993-051D","22744","ROCKET BODY","SL-6 R/B(2)","CIS","1993-08-10","PKMTR","","700.38","65.37","37713","1780","","","0","LARGE","6826","1993","51","D","Y","SL-6 R/B(2)","1993-051D","22744"
"1993-051C","22743","DEBRIS","SL-6 PLAT","CIS","1993-08-10","PKMTR","1993-09-04","87.12","62.84","151","113","","","0","LARGE","1","1993","51","C","Y","SL-6 PLAT","1993-051C","22743"
"1993-051B","22742","ROCKET BODY","SL-6 R/B(1)","CIS","1993-08-10","PKMTR","1993-10-06","88.06","62.80","199","158","","","0","LARGE","1","1993","51","B","Y","SL-6 R/B(1)","1993-051B","22742"
"1993-051A","22741","PAYLOAD","COSMOS 2261","CIS","1993-08-10","PKMTR","2012-12-31","88.92","61.06","387","56","","","0","LARGE","6281","1993","51","A","Y","COSMOS 2261","1993-051A","22741"
"1993-050A","22739","PAYLOAD","NOAA 13","US","1993-08-09","AFWTR","","101.93","98.49","856","844","","","0","LARGE","6824","1993","50","A","Y","NOAA 13","1993-050A","22739"
"1993-047C","22733","DEBRIS","COSMOS 2260 DEB","CIS","1993-07-22","PKMTR","1993-09-14","87.22","82.29","147","127","","","0","LARGE","1","1993","47","C","Y","COSMOS 2260 DEB","1993-047C","22733"
"1993-049D","22732","ROCKET BODY","SL-6 R/B(2)","CIS","1993-08-04","PKMTR","2013-01-15","89.83","62.30","478","54","","","0","LARGE","6226","1993","49","D","Y","SL-6 R/B(2)","1993-049D","22732"
"1993-049A","22729","PAYLOAD","MOLNIYA 3-45","CIS","1993-08-04","PKMTR","2013-12-31","89.12","62.10","390","72","","","0","LARGE","6281","1993","49","A","Y","MOLNIYA 3-45","1993-049A","22729"
"1993-048D","22726","DEBRIS","ARIANE 44L+ DEB (SPELDA)","FR","1993-07-22","FRGUI","2000-05-20","89.62","7.08","381","130","","","0","LARGE","5942","1993","48","D","Y","ARIANE 44L+ DEB (SPELDA)","1993-048D","22726"
"1993-048C","22725","ROCKET BODY","ARIANE 44L+ R/B","FR","1993-07-22","FRGUI","","545.96","6.85","31183","316","","","0","LARGE","6826","1993","48","C","Y","ARIANE 44L+ R/B","1993-048C","22725"
"1993-048B","22724","PAYLOAD","INSAT 2B","IND","1993-07-22","FRGUI","","1440.48","13.43","35918","35827","","","0","LARGE","6825","1993","48","B","Y","INSAT 2B","1993-048B","22724"
"1993-048A","22723","PAYLOAD","HISPASAT 1B","SPN","1993-07-22","FRGUI","","1443.99","11.50","35991","35890","","","0","LARGE","6826","1993","48","A","Y","HISPASAT 1B","1993-048A","22723"
"1993-047A","22721","PAYLOAD","COSMOS 2260","CIS","1993-07-22","PKMTR","1993-08-05","89.84","82.29","292","241","","","0","LARGE","1","1993","47","A","Y","COSMOS 2260","1993-047A","22721"
"1993-046B","22720","ROCKET BODY","ATLAS 2 CENTAUR R/B","US","1993-07-19","AFETR","1998-01-03","105.74","26.27","1934","124","","","0","LARGE","5942","1993","46","B","Y","ATLAS 2 CENTAUR R/B","1993-046B","22720"
"1993-044A","22709","PAYLOAD","COSMOS 2258","CIS","1993-07-07","TTMTR","1995-06-08","87.28","65.00","151","128","","","0","LARGE","5942","1993","44","A","Y","COSMOS 2258","1993-044A","22709"
"1993-042C","22702","ROCKET BODY","DELTA 2 R/B(2) (PAM-D)","US","1993-06-26","AFETR","2000-02-05","87.74","34.50","214","111","","","0","LARGE","5942","1993","42","C","Y","DELTA 2 R/B(2) (PAM-D)","1993-042C","22702"
"1993-042B","22701","ROCKET BODY","DELTA 2 R/B(1)","US","1993-06-26","AFETR","1993-08-30","87.45","25.68","171","125","","","0","LARGE","1","1993","42","B","Y","DELTA 2 R/B(1)","1993-042B","22701"
"1993-042A","22700","PAYLOAD","NAVSTAR 33 (USA 92)","US","1993-06-26","AFETR","","760.17","55.22","21238","21188","","","0","LARGE","6824","1993","42","A","Y","NAVSTAR 33 (USA 92)","1993-042A","22700"
"1993-039A","22694","PAYLOAD","HGS 4 (GALAXY 4)","US","1993-06-25","FRGUI","","1435.99","14.45","35846","35723","","","0","LARGE","6823","1993","39","A","Y","HGS 4 (GALAXY 4)","1993-039A","22694"
"1993-038G","22693","ROCKET BODY","SL-14 R/B","CIS","1993-06-24","PKMTR","","114.76","82.58","1480","1409","","","0","LARGE","6810","1993","38","G","Y","SL-14 R/B","1993-038G","22693"
"1993-038E","22691","PAYLOAD","COSMOS 2256","CIS","1993-06-24","PKMTR","","113.94","82.58","1412","1402","","","0","LARGE","6824","1993","38","E","Y","COSMOS 2256","1993-038E","22691"
"1993-038D","22690","PAYLOAD","COSMOS 2255","CIS","1993-06-24","PKMTR","","113.99","82.59","1413","1406","","","0","LARGE","6823","1993","38","D","Y","COSMOS 2255","1993-038D","22690"
"1993-038C","22689","PAYLOAD","COSMOS 2254","CIS","1993-06-24","PKMTR","","113.85","82.58","1412","1395","","","0","LARGE","6824","1993","38","C","Y","COSMOS 2254","1993-038C","22689"
"1993-038A","22687","PAYLOAD","COSMOS 2252","CIS","1993-06-24","PKMTR","","113.99","82.58","1415","1404","","","0","LARGE","6810","1993","38","A","Y","COSMOS 2252","1993-038A","22687"
"1993-036B","22676","ROCKET BODY","SL-8 R/B","CIS","1993-06-16","PKMTR","","100.42","74.04","791","766","","","0","LARGE","6824","1993","36","B","Y","SL-8 R/B","1993-036B","22676"
"1993-036A","22675","PAYLOAD","COSMOS 2251","CIS","1993-06-16","PKMTR","","100.52","74.04","801","765","","","0","LARGE","6824","1993","36","A","Y","COSMOS 2251","1993-036A","22675"
"1993-035D","22674","ROCKET BODY","SL-6 R/B(2)","CIS","1993-05-26","PKMTR","2011-07-29","90.33","62.15","497","84","","","0","LARGE","5942","1993","35","D","Y","SL-6 R/B(2)","1993-035D","22674"
